source_name,destination_name,r_agent,r_carac,r_causatif,r_conseq,r_has_part,r_holo,r_instr,r_isa,r_lieu,r_patient
Spartacus,personne,0,0,0,0,0,0,0,1,0,0
oison,naïf,0,1,0,0,0,0,0,0,0,0
x,lettre,0,0,0,0,0,0,0,1,0,0
goûter,enfant,1,0,0,0,0,0,0,0,0,0
lycée,ville,0,0,0,0,0,1,0,0,1,0
torcol,cou,0,0,0,0,1,0,0,0,0,0
paramètre,information,0,0,0,0,0,0,0,1,0,0
connaisseur,personne,0,0,0,0,0,0,0,1,0,0
Andy,personne,0,0,0,0,0,0,0,1,0,0
sangsue,parasite,0,0,0,0,0,0,0,1,0,0
écarter,individu,1,0,0,0,0,0,0,0,0,1
découpler,homme,1,0,0,0,0,0,0,0,0,0
mocassin,chordé,0,0,0,0,0,0,0,1,0,0
légume,chlorophylle,0,0,0,0,1,0,0,0,0,0
visser,boulon,0,0,0,0,0,0,0,0,0,1
sphynx,tétrapode,0,0,0,0,0,0,0,1,0,0
boeuf,crèche,0,0,0,0,0,0,0,0,1,0
pus,pied,0,0,0,0,0,0,0,0,1,0
viser,mitraillette,0,0,0,0,0,0,1,0,0,0
tenter,cliente,0,0,0,0,0,0,0,0,0,1
neutron,atome,0,0,1,0,0,1,0,1,1,0
pilote,homme,0,0,0,0,0,0,0,1,0,0
ongulé,animal,0,0,0,0,0,0,0,1,0,0
corniaud,chien,0,0,0,0,0,0,0,1,0,0
accoupler,personnes,0,0,0,0,0,0,0,0,0,1
victoire,vaincre,0,0,0,0,0,0,0,0,0,0
batailler,pistolet,0,0,0,0,0,0,1,0,0,0
rosé,restaurant,0,0,0,0,0,0,0,0,1,0
écoulement,nez,0,0,0,0,0,0,0,0,0,0
satisfait,personne,0,0,0,0,0,0,0,1,0,0
cul-de-jatte,personne,0,0,0,0,0,0,0,1,0,0
été,pluvieux,0,1,0,0,0,0,0,0,0,0
paiement,remboursement,0,0,0,0,0,0,0,1,0,0
gongorisme,conceptisme,0,0,0,1,0,0,0,0,0,0
soûler,gin,0,0,0,0,0,0,1,0,0,0
Clio,individu,0,0,0,0,0,0,0,1,0,0
maffia,délinquance,0,0,0,0,0,0,0,1,0,0
fraise,magasin,0,0,0,0,0,0,0,0,1,0
titulariser,concours,0,0,0,0,0,0,1,0,0,0
marché,étal,0,0,0,0,1,0,0,0,0,0
oxygène,eau,0,0,0,0,0,1,0,0,1,0
catastrophe,fatale,0,1,0,0,0,0,0,0,0,0
crevette,rose,0,1,0,0,0,0,0,0,0,0
urne,fente,0,0,0,0,1,0,0,0,0,0
bar,mesure,0,0,0,0,0,0,0,1,0,0
masser,doigts,0,0,0,0,0,0,1,0,0,0
chaton,peureux,0,1,0,0,0,0,0,0,0,0
jour,date,0,0,1,0,0,0,0,0,0,0
moudre,céréale,0,0,0,0,0,0,0,0,0,1
jouer,garçon,1,0,0,0,0,0,0,0,0,0
homologuer,comité,1,0,0,0,0,0,0,0,0,0
alezan,vertébré,0,0,0,0,0,0,0,1,0,0
HDR,recherche,0,0,1,0,0,0,0,0,0,0
voeux,exaucement,0,0,0,1,0,0,0,0,0,0
lycée,professionnel,0,1,0,0,0,0,0,0,0,0
rugir,peur,0,0,0,0,0,0,1,0,0,0
montée,fin,0,0,0,0,1,0,0,0,0,0
palais,conte,0,0,0,0,0,0,0,0,1,0
fin,brutale,0,1,0,0,0,0,0,0,0,0
cabane,maison,0,0,0,0,0,0,0,1,0,0
Tunisie,planisphère,0,0,0,0,0,0,0,0,1,0
beluga,métazoaire,0,0,0,0,0,0,0,1,0,0
hiérarchiser,catégories,0,0,0,0,0,0,0,0,0,1
cuisses,muscle,0,0,0,0,1,0,0,0,0,0
copain,école,0,0,0,0,0,0,0,0,1,0
informatique,matière,0,0,0,0,0,0,0,1,0,0
mariés,beaux,0,1,0,0,0,0,0,0,0,0
dépouille,allongée,0,1,0,0,0,0,0,0,0,0
chromosome,cytoplasme,0,0,0,0,0,0,0,0,1,0
rincer,machine,1,0,0,0,0,0,1,0,0,0
anatomiste,jambe,0,0,0,0,1,0,0,0,0,0
science,laboratoire,0,0,0,0,0,0,0,0,1,0
cantine,caserne,0,0,0,0,0,0,0,0,1,0
pain,repas,0,0,0,0,0,1,0,0,0,0
réussir,tour,1,0,0,0,0,0,0,0,0,0
série,lycée,0,0,0,0,0,0,0,0,1,0
plie,cordé,0,0,0,0,0,0,0,1,0,0
promeneuse,individu,0,0,0,0,0,0,0,1,0,0
détailler,épicier,1,0,0,0,0,0,0,0,0,0
acier,batiment,0,0,0,0,0,0,0,0,1,0
exécuter,bébé,0,0,0,0,0,0,0,0,0,1
hêtre,forêt,0,0,0,0,0,1,0,0,0,0
géophysique,science,0,0,0,0,0,0,0,1,0,0
pygargue,diapside,0,0,0,0,0,0,0,1,0,0
latino,personne,0,0,0,0,0,0,0,1,0,0
scander,professeur,1,0,0,0,0,0,0,0,0,0
fatigue,maladie,0,0,1,0,0,0,0,1,0,0
ravaler,propos,0,0,0,0,0,0,0,0,0,1
salade,mensonge,0,0,0,0,0,0,0,1,0,0
rempart,défense,0,0,0,0,0,0,0,1,0,0
tête,charmeur,0,0,0,0,0,1,0,0,0,0
réglementer,accès,0,0,0,0,0,0,0,0,0,1
bébé,poussette,0,0,0,0,0,0,0,0,1,0
religion,intégriste,0,1,0,0,0,0,0,0,0,0
cinq,numéral,0,1,0,0,0,0,0,0,0,0
guérison,médecin,0,0,1,0,0,0,0,0,0,0
justice,équitable,0,1,0,0,0,0,0,0,0,0
trou,vide,0,0,0,0,1,0,0,0,0,0
Jérusalem,Proche-Orient,0,0,0,0,0,0,0,0,1,0
abbé,moine,0,0,0,0,0,0,0,1,0,0
tangible,vrai,0,1,0,0,0,0,0,0,0,0
ogive,arc,0,0,0,0,0,1,0,0,0,0
peintre,aptitude,0,0,1,0,0,0,0,0,0,0
plume,oie,0,0,0,0,0,1,0,0,0,0
pataphysique,Science,0,0,0,0,0,0,0,1,0,0
scène,spectacle,0,0,1,0,0,0,0,1,1,0
brulure,légère,0,1,0,0,0,0,0,0,0,0
mastic,vitre,0,0,0,0,0,1,0,0,0,0
faute,orthographe,0,0,0,0,0,1,0,0,0,0
comique,théâtre,0,0,0,0,0,0,0,0,1,0
cygne,palmipède,0,0,0,0,0,0,0,1,0,0
exporter,savoir,0,0,0,0,0,0,0,0,0,1
frissonner,individu,1,0,0,0,0,0,0,0,0,0
taie,linge,0,0,0,0,0,1,0,1,0,0
banjo,instrument,0,0,0,0,0,0,0,1,0,0
ramollir,garçon,1,0,0,0,0,0,0,0,0,0
tige,herbe,0,0,0,0,0,1,0,0,0,0
talève,chordé,0,0,0,0,0,0,0,1,0,0
butte,élever,0,0,0,0,0,0,0,0,0,0
crocodile,saurien,0,0,0,0,0,0,0,1,0,0
pullover,angora,0,1,0,0,0,0,0,0,0,0
tourner,vent,0,0,1,0,0,0,0,0,0,0
maraîcher,métier,0,0,0,0,0,0,0,1,0,0
prostration,morale,0,1,0,0,0,0,0,0,0,0
fromage,croûte,0,0,0,0,1,0,0,0,0,0
noyau,cellule,0,0,0,0,0,1,0,0,1,0
ronger,branche,0,0,0,0,0,0,0,0,0,1
Greenpeace,organisation,0,0,0,0,0,0,0,1,0,0
sacoche,accessoire,0,0,0,0,0,0,0,1,0,0
trahison,descendre,0,0,0,0,0,0,0,0,0,0
percheron,animal,0,0,0,0,0,0,0,1,0,0
gendarmerie,drapeau,0,0,0,0,1,0,0,0,0,0
oursin,océan,0,0,0,0,0,0,0,0,1,0
bulldozer,pelle,0,0,0,0,1,0,0,0,0,0
ouvrir,conserve,0,0,0,0,0,0,0,0,0,1
Siné,dessinateur,0,0,0,0,0,0,0,1,0,0
vertèbre,jardinier,0,0,0,0,0,1,0,0,0,0
amaigrissement,cancer,0,0,1,0,0,0,0,0,0,0
Ulysse,Ithaque,0,0,0,0,0,0,0,0,1,0
tagada,bonbon,0,0,0,0,0,0,0,1,0,0
basson,instrument,0,0,0,0,0,0,0,1,0,0
démolition,chantier,0,0,0,0,0,0,0,0,1,0
cour,collège,0,0,0,0,0,1,0,0,0,0
caricaturiste,individu,0,0,0,0,0,0,0,1,0,0
Saint-Gall,ville,0,0,0,0,0,0,0,1,0,0
jaune,jaunir,0,0,0,0,0,0,0,0,0,0
tensiomètre,appareil,0,0,0,0,0,0,0,1,0,0
haridelle,métazoaire,0,0,0,0,0,0,0,1,0,0
ligament,diaphragme,0,0,0,0,0,1,0,0,0,0
aye-aye,mammifère,0,0,0,0,0,0,0,1,0,0
cola,cordé,0,0,0,0,0,0,0,1,0,0
autoroute,réseau,0,0,0,0,0,1,0,0,0,0
obus,bombe,0,0,0,0,0,0,0,1,0,0
consulter,homme,0,0,0,0,0,0,0,0,0,1
fesses,gazière,0,0,0,0,0,1,0,0,0,0
PC,écran,0,0,0,0,1,0,0,0,0,0
ventricule,enfant,0,0,0,0,0,1,0,0,0,0
Miou-Miou,femme,0,0,0,0,0,0,0,1,0,0
personnage,fictif,0,1,0,0,0,0,0,0,0,0
fennec,cordé,0,0,0,0,0,0,0,1,0,0
Latone,divinité,0,0,0,0,0,0,0,1,0,0
grue,amniote,0,0,0,0,0,0,0,1,0,0
couette,sale,0,1,0,0,0,0,0,0,0,0
paracétamol,médicament,0,0,0,0,0,0,0,1,0,0
falsifier,papiers,0,0,0,0,0,0,0,0,0,1
douleur,inflammation,0,0,1,0,0,0,0,0,0,0
poisson,étal,0,0,0,0,0,0,0,0,1,0
ADN,chanoine,0,0,0,0,0,1,0,0,0,0
joues,trombine,0,0,0,0,0,1,0,0,0,0
claquer,baiser,0,0,0,0,0,0,0,0,0,1
fenêtre,appartement,0,0,0,0,0,1,0,0,1,0
mécanicienne,femme,0,0,0,0,0,0,0,1,0,0
Neva,femme,0,0,0,0,0,0,0,1,0,0
squelette,homme,0,0,0,0,0,1,0,0,0,0
enlever,peaux,0,0,0,0,0,0,0,0,0,1
systématique,linguistique,0,0,0,0,0,0,0,1,0,0
procés,prison,0,0,0,1,0,0,0,0,0,0
canard,gras,0,1,0,0,0,0,0,0,0,0
caméraman,nez,0,0,0,0,1,0,0,0,0,0
pitre,acteur,0,0,0,0,0,0,0,1,0,0
setter,cordé,0,0,0,0,0,0,0,1,0,0
bouffer,animal,1,0,0,0,0,0,0,0,0,0
chrysalide,branchette,0,0,0,0,0,0,0,0,1,0
samoyède,cordé,0,0,0,0,0,0,0,1,0,0
tricot,fil,0,0,0,0,1,0,0,0,0,0
ville,campagne,0,0,0,0,0,1,0,0,1,0
contracter,personne,1,0,0,0,0,0,0,0,0,0
roucouler,nid,0,0,0,0,0,0,1,0,0,0
chipoteur,personne,0,0,0,0,0,0,0,1,0,0
pizza,oeuf,0,0,0,0,1,0,0,0,0,0
marché,étalage,0,0,0,0,1,0,0,0,0,0
Sofia,individu,0,0,0,0,0,0,0,1,0,0
campagne,tracteur,0,0,0,0,1,0,0,0,0,0
féliciter,maître,1,0,0,0,0,0,0,0,0,0
assécher,lac,0,0,0,0,0,0,0,0,0,1
bisque,froide,0,1,0,0,0,0,0,0,0,0
conter,ragot,1,0,0,0,0,0,0,0,0,0
guépard,vertébré,0,0,0,0,0,0,0,1,0,0
Guingamp,ville,0,0,0,0,0,0,0,1,0,0
drap,linge,0,0,0,0,0,1,0,1,0,0
naja,venimeux,0,1,0,0,0,0,0,0,0,0
virologie,Science,0,0,0,0,0,0,0,1,0,0
zozoter,individu,1,0,0,0,0,0,0,0,0,0
sommet,altitude,0,0,0,1,0,0,0,0,1,0
croquer,artiste,1,0,0,0,0,0,0,0,0,0
Clermont-Ferrand,Puy-de-Dôme,0,0,0,0,0,0,0,0,1,0
neurone,tête,0,0,0,0,0,0,0,0,1,0
profane,individu,0,0,0,0,0,0,0,1,0,0
dolmen,sépulture,0,0,0,0,0,0,0,1,0,0
maso,individu,0,0,0,0,0,0,0,1,0,0
cogner,boxeur,1,0,0,0,0,0,0,0,0,1
mélomane,femme,0,0,0,0,0,0,0,1,0,0
chanceux,personne,0,0,0,0,0,0,0,1,0,0
bouteille,culot,0,0,0,0,1,0,0,0,0,0
sol,portée,0,0,0,0,0,0,0,0,1,0
participer,argent,0,0,0,0,0,0,1,0,0,0
épilation,régulière,0,1,0,0,0,0,0,0,0,0
clone,jambes,0,0,0,0,1,0,0,0,0,0
éclair,orage,0,0,0,0,0,1,0,0,0,0
opération,convalescence,0,0,0,1,0,0,0,0,0,0
boycotter,entreprise,0,0,0,0,0,0,0,0,0,1
verser,serveur,1,0,0,0,0,0,0,0,0,0
communiste,humain,0,0,0,0,0,0,0,1,0,0
samedi,montagne,0,0,0,0,0,0,0,0,1,0
ouverture,immeuble,0,0,0,0,0,0,0,0,1,0
pull-over,couture,0,0,0,0,1,0,0,0,0,0
crack,tétrapode,0,0,0,0,0,0,0,1,0,0
vaisselle,lavée,0,1,0,0,0,0,0,0,0,0
éloigner,souvenir,0,0,0,0,0,0,0,0,0,1
médecin,médecine,0,0,0,0,0,0,0,1,0,0
indigent,individu,0,0,0,0,0,0,0,1,0,0
fruit,jardin,0,0,0,0,0,0,0,0,1,0
adolescent,pied,0,0,0,0,1,0,0,0,0,0
courant,dominant,0,1,0,0,0,0,0,0,0,0
mandibule,femme,0,0,0,0,0,1,0,0,0,0
poulailler,agriculteur,0,0,0,0,0,0,0,0,1,0
eider,métazoaire,0,0,0,0,0,0,0,1,0,0
Yahvé,tétragramme,0,0,0,0,0,0,0,1,0,0
dérober,argent,0,0,0,0,0,0,0,0,0,1
cob,euthérien,0,0,0,0,0,0,0,1,0,0
ballonner,gaz,0,0,0,0,0,0,1,0,0,0
suspicion,possessif,0,0,1,0,0,0,0,0,0,0
ADN,Antony,0,0,0,0,0,0,0,0,1,0
gyrophare,fil,0,0,0,0,1,0,0,0,0,0
agresser,homme,1,0,0,0,0,0,0,0,0,1
liliacée,végétal,0,0,0,0,0,0,0,1,0,0
oeil,grand,0,1,0,0,0,0,0,0,0,0
offrir,fleur,0,0,0,0,0,0,0,0,0,1
trahison,suggérer,0,0,0,0,0,0,0,0,0,0
mec,bouche,0,0,0,0,1,0,0,0,0,0
essence,réservoir,0,0,0,0,0,1,0,0,1,0
canidé,bilatérien,0,0,0,0,0,0,0,1,0,0
chorégraphe,frustré,0,1,0,0,0,0,0,0,0,0
cheveux,poissonnier,0,0,0,0,0,1,0,0,0,0
glaçon,banquise,0,0,0,0,0,0,0,0,1,0
ville,Amérique,0,0,0,0,0,1,0,0,1,0
philologie,Linguistique,0,0,0,0,0,0,0,1,0,0
Montana,Etats-Unis,0,0,0,0,0,0,0,0,1,0
pieds,poils,0,0,0,0,1,0,0,0,0,0
métallo,personne,0,0,0,0,0,0,0,1,0,0
observer,détective,1,0,0,0,0,0,0,0,0,0
habitant,nouveau,0,1,0,0,0,0,0,0,0,0
shaman,ADN,0,0,0,0,1,0,0,0,0,0
débander,arc,0,0,0,0,0,0,0,0,0,1
scooter,motocycle,0,0,0,0,0,0,0,1,0,0
amer,liqueur,0,0,0,0,0,0,0,1,0,0
amorcer,virage,1,0,0,0,0,0,0,0,0,1
Colorado,lieu,0,0,0,0,0,0,0,1,0,0
planche,scierie,0,0,0,0,0,0,0,0,1,0
arbre,feuillu,0,1,0,0,0,0,0,0,0,0
démocrate,seins,0,0,0,0,1,0,0,0,0,0
fraction,mathématiques,0,0,0,0,0,1,0,0,0,0
détailler,boutiquier,1,0,0,0,0,0,0,0,0,0
poulet,supérette,0,0,0,0,0,0,0,0,1,0
médicament,substance,0,0,0,0,0,0,0,1,0,0
duvet,eider,0,0,0,0,0,1,0,0,1,0
autoroute,rapide,0,1,0,0,0,0,0,0,0,0
raisin,vigne,0,0,1,0,0,1,0,0,1,0
violenter,batte,0,0,0,0,0,0,1,0,0,0
canton,département,0,0,0,0,0,1,0,1,1,0
bras,attraper,0,0,0,1,0,0,0,0,0,0
Tricastin,bras,0,0,0,0,1,0,0,0,0,0
éditeur,célèbre,0,1,0,0,0,0,0,0,0,0
déclarer,maire,1,0,0,0,0,0,0,0,0,0
ADN,Seth,0,0,0,0,0,0,0,0,1,0
Robert,Redford,0,0,0,0,0,0,0,1,0,0
retriever,adn,0,0,0,0,1,0,0,0,0,0
brune,partout,0,0,0,0,0,0,0,0,1,0
Jourdan,personne,0,0,0,0,0,0,0,1,0,0
paludisme,guérison,0,0,0,1,0,0,0,0,0,0
nova,particule,0,0,0,0,1,0,0,0,0,0
libertin,bordel,0,0,0,0,0,0,0,0,1,0
Drancy,Île-de-France,0,0,0,0,0,1,0,0,1,0
abandonner,projet,0,0,0,0,0,0,0,0,0,1
photographier,montagne,0,0,0,0,0,0,0,0,0,1
Octave,individu,0,0,0,0,0,0,0,1,0,0
disparu,personne,0,0,0,0,0,0,0,1,0,0
viande,plat,0,0,0,0,0,1,0,1,1,0
tricholome,eucaryote,0,0,0,0,0,0,0,1,0,0
concertiste,homme,0,0,0,0,0,0,0,1,0,0
pique,lance,0,0,0,0,0,1,0,0,0,0
repeindre,peintre,1,0,0,0,0,0,0,0,0,0
chanson,romantique,0,1,0,0,0,0,0,0,0,0
VGE,président,0,0,0,0,0,0,0,1,0,0
ombilic,racines,0,0,0,0,1,0,0,0,0,0
interrogateur,personne,0,0,0,0,0,0,0,1,0,0
scandinave,Norvège,0,0,0,0,0,1,0,0,0,0
couleur,ambré,0,1,0,0,0,0,0,0,0,0
sphinx,tétrapode,0,0,0,0,0,0,0,1,0,0
araignées,chitine,0,0,0,0,1,0,0,0,0,0
toît,zinc,0,0,0,0,1,0,0,0,0,0
poire,arbre,0,0,0,0,0,0,0,0,1,0
cinéma,week-end,0,0,1,0,0,0,0,0,0,0
jeux,score,0,0,0,0,1,0,0,0,0,0
seconde,place,0,0,0,0,0,0,0,1,0,0
caque,barrique,0,0,0,0,0,0,0,1,0,0
posséder,enfant,1,0,0,0,0,0,0,0,0,1
morue,filet,0,0,0,0,0,0,0,0,1,0
comté,aliment,0,0,0,0,0,0,0,1,0,0
directeur,entreprise,0,0,0,0,0,1,0,0,0,0
débat,café,0,0,0,0,0,0,0,0,1,0
cataclysme,secours,0,0,0,1,0,0,0,0,0,0
carotène,pigment,0,0,0,0,0,0,0,1,0,0
olivier,branche,0,0,0,0,1,0,0,0,0,0
théâtre,drôle,0,1,0,0,0,0,0,0,0,0
Apollon,humain,0,0,0,0,0,0,0,1,0,0
raison,sentiment,0,0,0,0,0,0,0,1,0,0
mot,dictionnaire,0,0,0,0,0,0,0,1,1,0
baleine,longue,0,1,0,0,0,0,0,0,0,0
doctorat,travailler,0,0,0,1,0,0,0,0,0,0
angiome,maladie,0,0,0,0,0,0,0,1,0,0
couette,grande,0,1,0,0,0,0,0,0,0,0
pull-over,angora,0,1,0,0,0,0,0,0,0,0
cheveux,Kay,0,0,0,0,0,1,0,0,0,0
coureur,tête,0,0,0,0,1,0,0,0,0,0
page,librairie,0,0,0,0,0,0,0,0,1,0
citrine,eucaryote,0,0,0,0,0,0,0,1,0,0
proton,charge,0,0,0,0,1,0,0,0,0,0
prémolaire,individu,0,0,0,0,0,1,0,0,0,0
pékan,mammifère,0,0,0,0,0,0,0,1,0,0
froid,Canada,0,0,0,0,0,0,0,0,1,0
aiglefin,téléostéen,0,0,0,0,0,0,0,1,0,0
Périclès,personne,0,0,0,0,0,0,0,1,0,0
paradisier,eucaryote,0,0,0,0,0,0,0,1,0,0
plancher,individu,1,0,0,0,0,0,0,0,0,0
Airbus,train,0,0,0,0,1,0,0,0,0,0
dompter,voix,0,0,0,0,0,0,1,0,0,0
déposer,courrier,0,0,0,0,0,0,0,0,0,1
urgentiste,métier,0,0,0,0,0,0,0,1,0,0
vêtir,garçon,1,0,0,0,0,0,0,0,0,1
sale,nettoyer,0,0,0,1,0,0,0,0,0,0
gaz,carbone,0,0,0,0,1,0,0,0,0,0
benzodiazépine,anxiolytique,0,0,0,0,0,0,0,1,0,0
brochet,cordé,0,0,0,0,0,0,0,1,0,0
vaporiser,vaporisateur,1,0,0,0,0,0,1,0,0,0
inhiber,pulsion,0,0,0,0,0,0,0,0,0,1
reclus,bouche,0,0,0,0,1,0,0,0,0,0
pièce,rare,0,1,0,0,0,0,0,0,0,0
fesses,Théodora,0,0,0,0,0,1,0,0,0,0
Georges,humain,0,0,0,0,0,0,0,1,0,0
battre,pelle,0,0,0,0,0,0,1,0,0,0
pantoufle,rabat,0,0,0,0,1,0,0,0,0,0
officier,base,0,0,0,0,0,0,0,0,1,0
menton,tronche,0,0,0,0,0,1,0,0,0,0
moment,journée,0,0,0,0,0,1,0,0,0,0
homme,hominidé,0,0,0,0,0,0,0,1,0,0
arpenteur,individu,0,0,0,0,0,0,0,1,0,0
déshabillé,armoire,0,0,0,0,0,0,0,0,1,0
école,primaire,0,1,0,0,0,0,0,0,0,0
régler,appareil,0,0,0,0,0,0,0,0,0,1
ranger,papiers,0,0,0,0,0,0,0,0,0,1
sidéré,nouvelle,0,0,1,0,0,0,0,0,0,0
coeur,girouette,0,0,0,0,0,1,0,0,0,0
mari,bon,0,1,0,0,0,0,0,0,0,0
combler,terre,1,0,0,0,0,0,1,0,0,0
pin,code,0,0,0,0,0,0,0,1,0,0
endoctriner,homme,0,0,0,0,0,0,0,0,0,1
sculpter,artiste,1,0,0,0,0,0,0,0,0,0
drogue,illégale,0,1,0,0,0,0,0,0,0,0
avaler,petit-déjeuner,0,0,0,0,0,0,0,0,0,1
département,pays,0,0,0,0,0,0,0,1,1,0
clavier,périphérique,0,0,0,0,0,0,0,1,0,0
foncer,avion,0,0,0,0,0,0,1,0,0,0
courant,câble,0,0,0,0,1,0,0,0,0,0
libertin,frivole,0,1,0,0,0,0,0,0,0,0
pépin,raisin,0,0,0,0,0,1,0,0,1,0
piéton,humain,0,0,0,0,0,0,0,1,0,0
guetteur,personne,0,0,0,0,0,0,0,1,0,0
Donald,humain,0,0,0,0,0,0,0,1,0,0
empirique,humain,0,0,0,0,0,0,0,1,0,0
fesses,Lydie,0,0,0,0,0,1,0,0,0,0
sciatique,douleur,0,0,0,1,0,0,0,1,0,0
Croc-Blanc,oeuvre,0,0,0,0,0,0,0,1,0,0
maculer,salopette,0,0,0,0,0,0,0,0,0,1
mante,penderie,0,0,0,0,0,0,0,0,1,0
neuropathie,nerf,0,0,0,0,0,0,0,0,1,0
Garches,Île-de-France,0,0,0,0,0,1,0,0,1,0
dermatose,cure,0,0,0,1,0,0,0,0,0,0
laver,sous-vêtement,0,0,0,0,0,0,0,0,0,1
pollen,miel,0,0,0,0,0,1,0,0,0,0
médecin,études,0,0,1,0,0,0,0,0,0,0
sol,maison,0,0,0,0,0,1,0,0,1,0
escalier,volée,0,0,0,0,1,0,0,0,0,0
mariage,mari,0,0,0,0,1,0,0,0,0,0
fesses,BB,0,0,0,0,0,1,0,0,0,0
hominidé,métazoaire,0,0,0,0,0,0,0,1,0,0
phrase,affirmative,0,1,0,0,0,0,0,0,0,0
tic-tac,horloge,0,0,0,0,0,0,0,0,1,0
escargot,hermaphrodite,0,1,0,0,0,0,0,0,0,0
Kafka,oeuvre,0,0,0,0,0,0,0,1,0,0
rentrer,fils,1,0,0,0,0,0,0,0,0,0
rikiki,eau-de-vie,0,0,0,0,0,0,0,1,0,0
attacher,fou,0,0,0,0,0,0,0,0,0,1
lait,protéine,0,0,0,0,1,0,0,0,0,0
poissonnerie,lieu,0,0,0,0,0,0,0,1,0,0
dictateur,dictature,0,0,0,0,0,0,0,0,1,0
savon,douche,0,0,0,0,0,0,0,0,1,0
luxation,chute,0,0,1,0,0,0,0,0,0,0
habitation,construction,0,0,0,0,0,0,0,1,0,0
Eiffel,personne,0,0,0,0,0,0,0,1,0,0
raisin,cuisine,0,0,0,0,0,0,0,0,1,0
Titanic,oeuvre,0,0,0,0,0,0,0,1,0,0
jeune,innocent,0,1,0,0,0,0,0,0,0,0
placer,mot,0,0,0,0,0,0,0,0,0,1
spadassin,ferrailleur,0,0,0,0,0,0,0,1,0,0
barbelé,fil,0,0,0,0,1,0,0,0,0,0
phoque,carnivore,0,0,0,0,0,0,0,1,0,0
justice,partiale,0,1,0,0,0,0,0,0,0,0
tutorat,apprentissage,0,0,0,1,0,0,0,0,0,0
fesses,historienne,0,0,0,0,0,1,0,0,0,0
cade,végétal,0,0,0,0,0,0,0,1,0,0
Zanzibar,État,0,0,0,0,0,0,0,1,0,0
gâteau,maison,0,1,0,0,0,0,0,0,0,0
aïeule,choyée,0,1,0,0,0,0,0,0,0,0
filmer,journaliste,1,0,0,0,0,0,0,0,0,0
gyroscope,fabriquer,0,0,0,0,0,0,0,0,0,0
baigner,baignoire,0,0,0,0,0,0,1,0,0,0
Orne,France,0,0,0,0,0,0,0,0,1,0
proconsul,personne,0,0,0,0,0,0,0,1,0,0
sel,soif,0,0,0,1,0,0,0,0,0,0
ongle,pied,0,0,1,0,0,1,0,0,1,0
foie,nerf,0,0,0,0,1,0,0,0,0,0
écureuil,aéronef,0,0,0,0,0,0,0,1,0,0
sable,mouillé,0,1,0,0,0,0,0,0,0,0
train,porte,0,0,0,0,1,0,0,0,0,0
enterrer,animal,0,0,0,0,0,0,0,0,0,1
déprime,rupture,0,0,1,0,0,0,0,0,0,0
maquillage,chambre,0,0,0,0,0,0,0,0,1,0
boire,rosé,0,0,0,0,0,0,0,0,0,1
réussir,champion,1,0,0,0,0,0,0,0,0,0
dentiste,nerveux,0,1,0,0,0,0,0,0,0,0
trésor,cachette,0,0,0,0,0,0,0,1,1,0
car,essuie-glace,0,0,0,0,1,0,0,0,0,0
Lion,eucaryote,0,0,0,0,0,0,0,1,0,0
résider,résidence,0,0,0,0,0,0,1,0,0,0
écolier,tétrapode,0,0,0,0,0,0,0,1,0,0
moucher,bébé,0,0,0,0,0,0,0,0,0,1
soldat,bras,0,0,0,0,1,0,0,0,0,0
dessinateur,galerie,0,0,0,0,0,0,0,0,1,0
Diana,prénom,0,0,0,0,0,0,0,1,0,0
vertèbre,bengali,0,0,0,0,0,1,0,0,0,0
prison,cellule,0,0,0,0,1,0,0,0,0,0
Isaac,individu,0,0,0,0,0,0,0,1,0,0
cramer,arbre,1,0,0,0,0,0,0,0,0,1
paroisse,cure,0,0,0,0,0,0,0,1,0,0
Kingston,ville,0,0,0,0,0,0,0,1,0,0
Minéralogie,Science,0,0,0,0,0,0,0,1,0,0
Houston,Texas,0,0,0,0,0,0,0,0,1,0
manifestation,université,0,0,0,0,0,0,0,0,1,0
écrivant,personne,0,0,0,0,0,0,0,1,0,0
lycée,bureau,0,0,0,0,1,0,0,0,0,0
hachette,hexapode,0,0,0,0,0,0,0,1,0,0
fanfare,lieu,0,0,0,0,0,0,0,1,0,0
nez,vassal,0,0,0,0,0,1,0,0,0,0
carpe,fleuve,0,0,0,0,0,0,0,0,1,0
souris,griffes,0,0,0,0,1,0,0,0,0,0
manteau,armoire,0,0,0,0,0,1,0,0,1,0
Bérénice,amniote,0,0,0,0,0,0,0,1,0,0
trypanosome,endoparasite,0,0,0,0,0,0,0,1,0,0
tee-shirt,tissu,0,0,0,0,1,0,0,0,0,0
photographier,cathédrale,0,0,0,0,0,0,0,0,0,1
grignoter,homme,1,0,0,0,0,0,0,0,0,0
Honoré,homme,0,0,0,0,0,0,0,1,0,0
léguer,lettre,0,0,0,0,0,0,1,0,0,0
bébé,descendant,0,0,0,0,0,0,0,1,0,0
natte,tissu,0,0,0,0,0,0,0,1,0,0
mener,rêne,0,0,0,0,0,0,1,0,0,0
avion,supersonique,0,1,0,0,0,0,0,0,0,0
pétrel,tétrapode,0,0,0,0,0,0,0,1,0,0
orage,insulte,0,0,0,0,0,0,0,0,0,0
ornithorynque,ovipare,0,1,0,0,0,0,0,0,0,0
photographier,famille,0,0,0,0,0,0,0,0,0,1
inconstant,personnage,0,0,0,0,0,0,0,1,0,0
